25.5,-71.5,NaN,720142,138,7,1011,46,0,NaN,46,NaN,119,NaN,NaN,NaN
25.2,-71.2,NaN,720142.25,138,7,1010,46,0,NaN,46,NaN,134,NaN,NaN,NaN
25,-71,NaN,720142.5,138,5,1011,46,0,NaN,46,NaN,130,NaN,NaN,NaN
24.8,-70.8,NaN,720142.75,138,5,1010,46,0,NaN,46,NaN,140,NaN,NaN,NaN
24.6,-70.5,NaN,720143,126,6,1009,46,0,NaN,46,NaN,169,NaN,NaN,NaN
24.4,-70.3,NaN,720143.25,138,5,1010,46,0,NaN,46,NaN,136,NaN,NaN,NaN
24.3,-69.9,NaN,720143.5,105,7,1009,46,0,NaN,46,NaN,151,NaN,NaN,NaN
24.7,-69.3,NaN,720143.75,54,13,1008,46,0,NaN,46,NaN,144,NaN,NaN,NaN
25.2,-68.8,NaN,720144,42,13,1008,46,0,NaN,46,NaN,139,NaN,NaN,NaN
25.5,-68.5,NaN,720144.25,42,7,1008,46,0,NaN,46,NaN,127,NaN,NaN,NaN
25.9,-68.2,NaN,720144.5,34,9,1008,46,0,NaN,46,NaN,121,NaN,NaN,NaN
26.3,-68,NaN,720144.75,24,8,1009,46,0,NaN,46,NaN,118,NaN,NaN,NaN
26.6,-67.9,NaN,720145,17,6,1009,46,0,NaN,46,NaN,103,NaN,NaN,NaN
26.8,-67.7,NaN,720145.25,42,5,1007,46,0,NaN,46,NaN,99,NaN,NaN,NaN
27,-67.6,NaN,720145.5,24,4,1008,46,0,NaN,46,NaN,94,NaN,NaN,NaN
27.3,-67.4,NaN,720145.75,31,6,1006,56,0,NaN,56,NaN,96,NaN,NaN,NaN
27.6,-67,NaN,720146,50,9,1007,56,0,NaN,56,NaN,88,NaN,NaN,NaN
27.7,-66.6,NaN,720146.25,74,7,1006,56,0,NaN,56,NaN,59,NaN,NaN,NaN
27.7,-66.1,NaN,720146.5,90,8,1003,74,0,NaN,74,NaN,115,NaN,NaN,NaN
27.7,-65.5,NaN,720146.75,90,10,1003,83,0,NaN,83,NaN,139,NaN,NaN,NaN
27.7,-65,NaN,720147,90,8,997,93,0,NaN,93,NaN,68,NaN,NaN,NaN
27.8,-64.2,NaN,720147.25,82,13,994,102,0,NaN,102,NaN,51,NaN,NaN,NaN
27.9,-63.3,NaN,720147.5,83,15,991,120,0,NaN,120,NaN,46,NaN,NaN,NaN
28.3,-62.4,NaN,720147.75,63,16,987,120,0,NaN,120,NaN,51,NaN,NaN,NaN
28.9,-61.6,NaN,720148,49,17,982,130,0,NaN,130,NaN,46,NaN,NaN,NaN
29.6,-60.7,NaN,720148.25,48,19,984,139,0,NaN,139,NaN,40,NaN,NaN,NaN
30.3,-59.9,NaN,720148.5,45,18,985,139,0,NaN,139,NaN,37,NaN,NaN,NaN
31.1,-59,NaN,720148.75,44,21,978,148,0,NaN,148,NaN,41,NaN,NaN,NaN
31.7,-58.2,NaN,720149,48,17,975,148,0,NaN,148,NaN,48,NaN,NaN,NaN
32.3,-57.2,NaN,720149.25,54,19,969,157,0,NaN,157,NaN,73,NaN,NaN,NaN
32.7,-56.1,NaN,720149.5,66,19,966,157,0,NaN,157,NaN,80,NaN,NaN,NaN
33,-54.9,NaN,720149.75,73,19,959,167,0,NaN,167,NaN,72,NaN,NaN,NaN
33.3,-53.3,NaN,720150,77,25,966,176,0,NaN,176,NaN,76,NaN,NaN,NaN
33.6,-52.7,NaN,720150.25,59,11,969,167,0,NaN,167,NaN,118,NaN,NaN,NaN
33.7,-50.1,NaN,720150.5,87,40,971,157,0,NaN,157,NaN,65,NaN,NaN,NaN
33.3,-48.3,NaN,720150.75,104,29,964,148,0,NaN,148,NaN,80,NaN,NaN,NaN
33,-48.4,NaN,720151,-164,6,981,139,0,NaN,139,NaN,87,NaN,NaN,NaN
32.9,-48.7,NaN,720151.25,-112,5,978,139,0,NaN,139,NaN,85,NaN,NaN,NaN
32.8,-49.1,NaN,720151.5,-106,6,981,130,0,NaN,130,NaN,88,NaN,NaN,NaN
32.7,-49.4,NaN,720151.75,-112,5,982,130,0,NaN,130,NaN,92,NaN,NaN,NaN
32.7,-49.6,NaN,720152,-90,3,981,130,0,NaN,130,NaN,79,NaN,NaN,NaN
32.7,-49.8,NaN,720152.25,-90,3,981,130,0,NaN,130,NaN,79,NaN,NaN,NaN
32.7,-50.1,NaN,720152.5,-90,5,987,120,0,NaN,120,NaN,77,NaN,NaN,NaN
32.7,-50.5,NaN,720152.75,-90,6,988,120,0,NaN,120,NaN,77,NaN,NaN,NaN
32.7,-51,NaN,720153,-90,8,987,120,0,NaN,120,NaN,79,NaN,NaN,NaN
32.7,-51.5,NaN,720153.25,-90,8,989,120,0,NaN,120,NaN,78,NaN,NaN,NaN
32.7,-51.9,NaN,720153.5,-90,6,992,120,0,NaN,120,NaN,66,NaN,NaN,NaN
