11.7,-31,NaN,693811,-86,25,1005,65,0,NaN,65,NaN,71,NaN,NaN,NaN
11.8,-32.4,NaN,693811.25,-86,25,1000,83,0,NaN,83,NaN,59,NaN,NaN,NaN
12,-34,NaN,693811.5,-83,29,998,93,0,NaN,93,NaN,60,NaN,NaN,NaN
12.2,-35.7,NaN,693811.75,-83,31,995,102,0,NaN,102,NaN,51,NaN,NaN,NaN
12.4,-37.4,NaN,693812,-83,31,990,111,0,NaN,111,NaN,49,NaN,NaN,NaN
12.6,-38.8,NaN,693812.25,-82,26,991,111,0,NaN,111,NaN,54,NaN,NaN,NaN
12.7,-40.3,NaN,693812.5,-86,27,990,111,0,NaN,111,NaN,52,NaN,NaN,NaN
13,-42,NaN,693812.75,-80,31,990,111,0,NaN,111,NaN,35,NaN,NaN,NaN
13.5,-44,NaN,693813,-75,37,989,111,0,NaN,111,NaN,48,NaN,NaN,NaN
13.7,-45.5,NaN,693813.25,-82,27,993,111,0,NaN,111,NaN,85,NaN,NaN,NaN
14,-47,NaN,693813.5,-78,28,993,111,0,NaN,111,NaN,91,NaN,NaN,NaN
14.3,-48.7,NaN,693813.75,-79,31,990,120,0,NaN,120,NaN,66,NaN,NaN,NaN
14.6,-50.6,NaN,693814,-81,35,991,130,0,NaN,130,NaN,70,NaN,NaN,NaN
14.8,-52.4,NaN,693814.25,-83,32,988,139,0,NaN,139,NaN,51,NaN,NaN,NaN
15.1,-54.2,NaN,693814.5,-80,33,986,148,0,NaN,148,NaN,51,NaN,NaN,NaN
15.4,-55.8,NaN,693814.75,-79,29,980,167,0,NaN,167,NaN,39,NaN,NaN,NaN
15.7,-57.4,NaN,693815,-79,29,971,185,0,NaN,185,NaN,43,NaN,NaN,NaN
15.9,-59,NaN,693815.25,-82,29,960,204,0,NaN,204,NaN,50,NaN,NaN,NaN
16.2,-60.5,NaN,693815.5,-78,27,945,222,0,NaN,222,NaN,45,NaN,NaN,NaN
16.5,-62,NaN,693815.75,-78,27,930,241,0,NaN,241,NaN,53,NaN,NaN,NaN
16.9,-63.4,NaN,693816,-73,26,933,241,0,NaN,241,NaN,53,NaN,NaN,NaN
17.4,-64.8,NaN,693816.25,-69,26,941,232,0,NaN,232,NaN,66,NaN,NaN,NaN
18,-66.2,NaN,693816.5,-66,27,940,222,0,NaN,222,NaN,73,NaN,NaN,NaN
18.6,-67.3,NaN,693816.75,-60,22,958,194,0,NaN,194,NaN,73,NaN,NaN,NaN
18.9,-68.1,NaN,693817,-68,15,955,194,0,NaN,194,NaN,56,NaN,NaN,NaN
19.3,-68.9,NaN,693817.25,-62,16,957,194,0,NaN,194,NaN,62,NaN,NaN,NaN
19.7,-69.8,NaN,693817.5,-65,17,959,194,0,NaN,194,NaN,64,NaN,NaN,NaN
20.1,-70.6,NaN,693817.75,-62,16,959,194,0,NaN,194,NaN,62,NaN,NaN,NaN
20.4,-71.4,NaN,693818,-68,15,957,194,0,NaN,194,NaN,53,NaN,NaN,NaN
20.7,-72.2,NaN,693818.25,-68,15,955,194,0,NaN,194,NaN,48,NaN,NaN,NaN
21,-73,NaN,693818.5,-68,15,952,194,0,NaN,194,NaN,47,NaN,NaN,NaN
21.4,-73.7,NaN,693818.75,-58,14,955,194,0,NaN,194,NaN,46,NaN,NaN,NaN
22,-74.5,NaN,693819,-51,18,957,194,0,NaN,194,NaN,33,NaN,NaN,NaN
22.5,-75.3,NaN,693819.25,-56,17,950,194,0,NaN,194,NaN,53,NaN,NaN,NaN
23,-76,NaN,693819.5,-52,15,952,194,0,NaN,194,NaN,50,NaN,NaN,NaN
23.4,-76.5,NaN,693819.75,-49,11,951,194,0,NaN,194,NaN,55,NaN,NaN,NaN
23.8,-77,NaN,693820,-49,11,950,194,0,NaN,194,NaN,55,NaN,NaN,NaN
24.2,-77.4,NaN,693820.25,-42,10,950,194,0,NaN,194,NaN,63,NaN,NaN,NaN
24.5,-77.7,NaN,693820.5,-42,8,950,194,0,NaN,194,NaN,70,NaN,NaN,NaN
25.1,-78,NaN,693820.75,-24,12,950,194,0,NaN,194,NaN,79,NaN,NaN,NaN
25.6,-78.2,NaN,693821,-20,10,950,194,0,NaN,194,NaN,97,NaN,NaN,NaN
26.2,-78.4,NaN,693821.25,-17,12,947,194,0,NaN,194,NaN,91,NaN,NaN,NaN
27,-78.6,NaN,693821.5,-13,15,943,194,0,NaN,194,NaN,69,NaN,NaN,NaN
27.6,-78.8,NaN,693821.75,-16,12,944,194,0,NaN,194,NaN,83,NaN,NaN,NaN
28.3,-79,NaN,693822,-14,13,943,194,0,NaN,194,NaN,67,NaN,NaN,NaN
29,-79.1,NaN,693822.25,-7,13,946,194,0,NaN,194,NaN,73,NaN,NaN,NaN
29.7,-79,NaN,693822.5,7,13,952,194,0,NaN,194,NaN,79,NaN,NaN,NaN
30.3,-78.9,NaN,693822.75,8,11,953,194,0,NaN,194,NaN,77,NaN,NaN,NaN
30.9,-78.7,NaN,693823,16,12,955,194,0,NaN,194,NaN,70,NaN,NaN,NaN
31.3,-78.4,NaN,693823.25,33,9,954,194,0,NaN,194,NaN,71,NaN,NaN,NaN
31.7,-78,NaN,693823.5,40,10,954,194,0,NaN,194,NaN,70,NaN,NaN,NaN
32.2,-77.5,NaN,693823.75,40,12,953,194,0,NaN,194,NaN,68,NaN,NaN,NaN
32.6,-76.9,NaN,693824,52,12,951,194,0,NaN,194,NaN,70,NaN,NaN,NaN
32.8,-76.2,NaN,693824.25,71,12,952,194,0,NaN,194,NaN,67,NaN,NaN,NaN
33,-75.5,NaN,693824.5,71,12,952,194,0,NaN,194,NaN,68,NaN,NaN,NaN
33.3,-75,NaN,693824.75,54,10,952,194,0,NaN,194,NaN,68,NaN,NaN,NaN
33.7,-74.6,NaN,693825,40,10,953,194,0,NaN,194,NaN,66,NaN,NaN,NaN
34.1,-74.4,NaN,693825.25,22,8,954,194,0,NaN,194,NaN,61,NaN,NaN,NaN
34.5,-74.5,NaN,693825.5,-12,8,954,194,0,NaN,194,NaN,56,NaN,NaN,NaN
34.8,-75,NaN,693825.75,-54,9,952,194,0,NaN,194,NaN,51,NaN,NaN,NaN
35.1,-75.7,NaN,693826,-62,12,950,194,0,NaN,194,NaN,53,NaN,NaN,NaN
35.2,-75.8,NaN,693826.041666667,-39,14,953,194,1,NaN,194,NaN,50,NaN,NaN,NaN
35.7,-76,NaN,693826.25,-18,12,956,167,0,NaN,167,NaN,71,NaN,NaN,NaN
36.3,-75.7,NaN,693826.5,22,12,964,148,0,NaN,148,NaN,75,NaN,NaN,NaN
36.4,-75.5,NaN,693826.75,58,4,978,139,0,NaN,139,NaN,75,NaN,NaN,NaN
36.4,-75.3,NaN,693827,90,3,977,139,0,NaN,139,NaN,76,NaN,NaN,NaN
36.4,-75,NaN,693827.25,90,4,978,130,0,NaN,130,NaN,86,NaN,NaN,NaN
36.5,-74.7,NaN,693827.5,67,5,979,130,0,NaN,130,NaN,88,NaN,NaN,NaN
37,-74,NaN,693827.75,48,14,981,130,0,NaN,130,NaN,63,NaN,NaN,NaN
37.7,-72.9,NaN,693828,51,21,983,130,0,NaN,130,NaN,53,NaN,NaN,NaN
38.3,-71.9,NaN,693828.25,52,18,979,130,0,NaN,130,NaN,55,NaN,NaN,NaN
38.8,-70.7,NaN,693828.5,62,20,976,130,0,NaN,130,NaN,65,NaN,NaN,NaN
39.3,-69,NaN,693828.75,69,26,980,130,0,NaN,130,NaN,67,NaN,NaN,NaN
39.4,-67.3,NaN,693829,85,24,982,130,0,NaN,130,NaN,69,NaN,NaN,NaN
39.5,-65.4,NaN,693829.25,85,27,983,130,0,NaN,130,NaN,79,NaN,NaN,NaN
39.7,-63.5,NaN,693829.5,82,27,981,130,0,NaN,130,NaN,77,NaN,NaN,NaN
39.5,-61.3,NaN,693829.75,96,32,982,120,0,NaN,120,NaN,84,NaN,NaN,NaN
39.3,-58.9,NaN,693830,95,35,995,111,0,NaN,111,NaN,70,NaN,NaN,NaN
39.1,-56.5,NaN,693830.25,95,35,995,102,0,NaN,102,NaN,77,NaN,NaN,NaN
38.7,-54.3,NaN,693830.5,102,33,997,93,0,NaN,93,NaN,78,NaN,NaN,NaN
38.3,-52.9,NaN,693830.75,110,22,989,93,0,NaN,93,NaN,156,NaN,NaN,NaN
37.9,-52,NaN,693831,119,15,991,93,0,NaN,93,NaN,163,NaN,NaN,NaN
37.3,-50.9,NaN,693831.25,124,20,988,83,0,NaN,83,NaN,145,NaN,NaN,NaN
36.7,-50,NaN,693831.5,130,17,991,83,0,NaN,83,NaN,153,NaN,NaN,NaN
36,-49,NaN,693831.75,131,20,989,83,0,NaN,83,NaN,126,NaN,NaN,NaN
35.4,-48.2,NaN,693832,132,16,990,83,0,NaN,83,NaN,141,NaN,NaN,NaN
34.7,-47.2,NaN,693832.25,130,20,994,74,0,NaN,74,NaN,112,NaN,NaN,NaN
34.3,-46,NaN,693832.5,112,20,1001,74,0,NaN,74,NaN,65,NaN,NaN,NaN
34.2,-45,NaN,693832.75,97,15,1002,74,0,NaN,74,NaN,76,NaN,NaN,NaN
34.3,-44.1,NaN,693833,82,14,1001,74,0,NaN,74,NaN,86,NaN,NaN,NaN
