13.8,-41.2,NaN,703701,-82,13,1006,56,0,NaN,56,NaN,85,NaN,NaN,NaN
13.9,-41.9,NaN,703701.25,-82,13,1006,56,0,NaN,56,NaN,77,NaN,NaN,NaN
14,-42.5,NaN,703701.5,-80,11,1005,56,0,NaN,56,NaN,73,NaN,NaN,NaN
14.1,-43.1,NaN,703701.75,-80,11,1005,56,0,NaN,56,NaN,66,NaN,NaN,NaN
14.2,-43.7,NaN,703702,-80,11,1003,65,0,NaN,65,NaN,61,NaN,NaN,NaN
14.3,-44.3,NaN,703702.25,-80,11,1003,65,0,NaN,65,NaN,61,NaN,NaN,NaN
14.5,-44.9,NaN,703702.5,-71,11,1002,74,0,NaN,74,NaN,42,NaN,NaN,NaN
14.6,-45.4,NaN,703702.75,-78,9,1002,74,0,NaN,74,NaN,53,NaN,NaN,NaN
14.8,-45.8,NaN,703703,-63,8,1003,74,0,NaN,74,NaN,65,NaN,NaN,NaN
14.9,-46.2,NaN,703703.25,-75,7,1001,83,0,NaN,83,NaN,50,NaN,NaN,NaN
15,-46.7,NaN,703703.5,-78,9,1001,83,0,NaN,83,NaN,47,NaN,NaN,NaN
15.1,-47.1,NaN,703703.75,-75,7,999,93,0,NaN,93,NaN,60,NaN,NaN,NaN
15.2,-47.6,NaN,703704,-78,9,999,93,0,NaN,93,NaN,60,NaN,NaN,NaN
15.3,-48,NaN,703704.25,-75,7,996,102,0,NaN,102,NaN,60,NaN,NaN,NaN
15.5,-48.6,NaN,703704.5,-71,11,997,102,0,NaN,102,NaN,59,NaN,NaN,NaN
15.7,-49.3,NaN,703704.75,-73,13,994,111,0,NaN,111,NaN,65,NaN,NaN,NaN
15.9,-50,NaN,703705,-73,13,991,120,0,NaN,120,NaN,53,NaN,NaN,NaN
16.1,-50.7,NaN,703705.25,-73,13,988,130,0,NaN,130,NaN,48,NaN,NaN,NaN
16.4,-51.5,NaN,703705.5,-69,15,988,130,0,NaN,130,NaN,60,NaN,NaN,NaN
16.7,-52.2,NaN,703705.75,-66,14,984,139,0,NaN,139,NaN,50,NaN,NaN,NaN
17.2,-53,NaN,703706,-57,17,980,148,0,NaN,148,NaN,52,NaN,NaN,NaN
17.6,-53.7,NaN,703706.25,-59,14,980,148,0,NaN,148,NaN,58,NaN,NaN,NaN
18.2,-54.5,NaN,703706.5,-52,18,974,157,0,NaN,157,NaN,55,NaN,NaN,NaN
18.8,-55.3,NaN,703706.75,-52,18,974,157,0,NaN,157,NaN,62,NaN,NaN,NaN
19.5,-56.2,NaN,703707,-50,20,972,157,0,NaN,157,NaN,76,NaN,NaN,NaN
20.2,-57.1,NaN,703707.25,-50,20,966,167,0,NaN,167,NaN,77,NaN,NaN,NaN
20.8,-58,NaN,703707.5,-54,19,962,176,0,NaN,176,NaN,79,NaN,NaN,NaN
21.5,-58.8,NaN,703707.75,-47,19,953,185,0,NaN,185,NaN,94,NaN,NaN,NaN
22.2,-59.5,NaN,703708,-43,18,951,194,0,NaN,194,NaN,70,NaN,NaN,NaN
23,-60.2,NaN,703708.25,-39,19,957,194,0,NaN,194,NaN,150,NaN,NaN,NaN
23.6,-61,NaN,703708.5,-51,18,943,194,0,NaN,194,NaN,55,NaN,NaN,NaN
24,-61.8,NaN,703708.75,-61,15,948,194,0,NaN,194,NaN,113,NaN,NaN,NaN
24.2,-62.6,NaN,703709,-75,14,951,194,0,NaN,194,NaN,118,NaN,NaN,NaN
24.3,-63.4,NaN,703709.25,-82,14,953,194,0,NaN,194,NaN,96,NaN,NaN,NaN
24.4,-64,NaN,703709.5,-80,10,953,194,0,NaN,194,NaN,82,NaN,NaN,NaN
24.7,-64.5,NaN,703709.75,-56,10,952,194,0,NaN,194,NaN,101,NaN,NaN,NaN
25,-65,NaN,703710,-56,10,952,194,0,NaN,194,NaN,92,NaN,NaN,NaN
25.3,-65.5,NaN,703710.25,-56,10,953,194,0,NaN,194,NaN,83,NaN,NaN,NaN
25.6,-66,NaN,703710.5,-56,10,953,194,0,NaN,194,NaN,78,NaN,NaN,NaN
26,-66.2,NaN,703710.75,-24,8,948,194,0,NaN,194,NaN,72,NaN,NaN,NaN
26.6,-66.3,NaN,703711,-8,11,946,204,0,NaN,204,NaN,45,NaN,NaN,NaN
27.3,-66.4,NaN,703711.25,-7,13,946,204,0,NaN,204,NaN,47,NaN,NaN,NaN
28,-66.5,NaN,703711.5,-7,13,948,204,0,NaN,204,NaN,63,NaN,NaN,NaN
28.6,-66.7,NaN,703711.75,-16,12,947,204,0,NaN,204,NaN,68,NaN,NaN,NaN
