15.5,-38,NaN,735122.5,-86,25,1008,46,0,NaN,46,NaN,72,NaN,NaN,NaN
15.6,-39.4,NaN,735122.75,-86,25,1007,46,0,NaN,46,NaN,77,NaN,NaN,NaN
15.8,-40.8,NaN,735123,-81,25,1007,46,0,NaN,46,NaN,87,NaN,NaN,NaN
16,-41.9,NaN,735123.25,-79,20,1007,46,0,NaN,46,NaN,87,NaN,NaN,NaN
16.4,-42.8,NaN,735123.5,-65,18,1006,56,0,NaN,56,NaN,96,NaN,NaN,NaN
16.9,-43.7,NaN,735123.75,-60,18,1006,56,0,NaN,56,NaN,110,NaN,NaN,NaN
17.5,-44.8,NaN,735124,-60,22,1004,65,0,NaN,65,NaN,119,NaN,NaN,NaN
18.1,-45.9,NaN,735124.25,-60,22,1001,83,0,NaN,83,NaN,92,NaN,NaN,NaN
18.8,-47.1,NaN,735124.5,-58,25,997,93,0,NaN,93,NaN,37,NaN,NaN,NaN
19.5,-48.3,NaN,735124.75,-58,25,994,102,0,NaN,102,NaN,37,NaN,NaN,NaN
20.2,-49.5,NaN,735125,-58,25,990,111,0,NaN,111,NaN,28,NaN,NaN,NaN
21,-50.6,NaN,735125.25,-52,24,990,111,0,NaN,111,NaN,28,NaN,NaN,NaN
22,-51.7,NaN,735125.5,-45,27,990,111,0,NaN,111,NaN,28,NaN,NaN,NaN
23.2,-52.6,NaN,735125.75,-35,27,989,111,0,NaN,111,NaN,28,NaN,NaN,NaN
24.4,-53.4,NaN,735126,-31,26,989,111,0,NaN,111,NaN,28,NaN,NaN,NaN
25.6,-54,NaN,735126.25,-24,24,987,111,0,NaN,111,NaN,28,NaN,NaN,NaN
27,-54,NaN,735126.5,0,26,986,111,0,NaN,111,NaN,28,NaN,NaN,NaN
28.3,-53.7,NaN,735126.75,11,25,984,120,0,NaN,120,NaN,28,NaN,NaN,NaN
29.6,-53.3,NaN,735127,15,25,981,130,0,NaN,130,NaN,37,NaN,NaN,NaN
30.5,-52.2,NaN,735127.25,46,24,980,130,0,NaN,130,NaN,37,NaN,NaN,NaN
30.8,-50.7,NaN,735127.5,77,25,980,130,0,NaN,130,NaN,37,NaN,NaN,NaN
30.8,-49.1,NaN,735127.75,90,25,980,130,0,NaN,130,NaN,37,NaN,NaN,NaN
30.7,-47.5,NaN,735128,94,26,981,130,0,NaN,130,NaN,37,NaN,NaN,NaN
30.6,-45.4,NaN,735128.25,93,34,984,120,0,NaN,120,NaN,37,NaN,NaN,NaN
30.6,-43,NaN,735128.5,89,38,985,120,0,NaN,120,NaN,37,NaN,NaN,NaN
30.8,-40.6,NaN,735128.75,84,38,985,120,0,NaN,120,NaN,37,NaN,NaN,NaN
31.1,-38.8,NaN,735129,79,29,986,111,0,NaN,111,NaN,56,NaN,NaN,NaN
31.7,-37.1,NaN,735129.25,67,29,987,111,0,NaN,111,NaN,74,NaN,NaN,NaN
32.5,-35.9,NaN,735129.5,51,24,988,102,0,NaN,102,NaN,74,NaN,NaN,NaN
33.1,-35.1,NaN,735129.75,48,17,988,102,0,NaN,102,NaN,74,NaN,NaN,NaN
33.5,-34.5,NaN,735130,51,12,989,93,0,NaN,93,NaN,74,NaN,NaN,NaN
33.9,-33.9,NaN,735130.25,51,12,989,93,0,NaN,93,NaN,93,NaN,NaN,NaN
