16,-47,NaN,719426.5,-75,22,1009,46,0,NaN,46,NaN,115,NaN,NaN,NaN
16.3,-48.2,NaN,719426.75,-75,22,1010,46,0,NaN,46,NaN,99,NaN,NaN,NaN
16.5,-49.3,NaN,719427,-79,20,1008,56,0,NaN,56,NaN,58,NaN,NaN,NaN
16.7,-50.4,NaN,719427.25,-79,20,1006,65,0,NaN,65,NaN,68,NaN,NaN,NaN
16.8,-51.3,NaN,719427.5,-83,16,1004,65,0,NaN,65,NaN,66,NaN,NaN,NaN
16.9,-51.9,NaN,719427.75,-80,11,1003,74,0,NaN,74,NaN,76,NaN,NaN,NaN
17,-52.4,NaN,719428,-78,9,1003,74,0,NaN,74,NaN,83,NaN,NaN,NaN
17.1,-52.9,NaN,719428.25,-78,9,1004,74,0,NaN,74,NaN,89,NaN,NaN,NaN
17.2,-53.5,NaN,719428.5,-80,11,1007,65,0,NaN,65,NaN,87,NaN,NaN,NaN
17.3,-54.1,NaN,719428.75,-80,11,1007,65,0,NaN,65,NaN,98,NaN,NaN,NaN
17.4,-54.7,NaN,719429,-80,11,1006,65,0,NaN,65,NaN,104,NaN,NaN,NaN
17.6,-55.4,NaN,719429.25,-73,13,1006,65,0,NaN,65,NaN,105,NaN,NaN,NaN
17.8,-56.1,NaN,719429.5,-73,13,1006,65,0,NaN,65,NaN,102,NaN,NaN,NaN
18,-56.9,NaN,719429.75,-75,15,1007,56,0,NaN,56,NaN,66,NaN,NaN,NaN
18.2,-57.8,NaN,719430,-77,16,1006,56,0,NaN,56,NaN,69,NaN,NaN,NaN
18.4,-58.7,NaN,719430.25,-77,16,1007,56,0,NaN,56,NaN,60,NaN,NaN,NaN
18.6,-59.6,NaN,719430.5,-77,16,1007,56,0,NaN,56,NaN,66,NaN,NaN,NaN
18.8,-60.3,NaN,719430.75,-73,13,1011,56,0,NaN,56,NaN,56,NaN,NaN,NaN
19,-60.9,NaN,719431,-70,11,1010,46,0,NaN,46,NaN,139,NaN,NaN,NaN
19.3,-61.5,NaN,719431.25,-62,12,1009,46,0,NaN,46,NaN,133,NaN,NaN,NaN
19.6,-61.9,NaN,719431.5,-51,9,1011,46,0,NaN,46,NaN,106,NaN,NaN,NaN
20,-62.2,NaN,719431.75,-35,9,1012,46,0,NaN,46,NaN,99,NaN,NaN,NaN
20.4,-62.4,NaN,719432,-25,8,1011,46,0,NaN,46,NaN,93,NaN,NaN,NaN
