lat,long,distance,azimuth,speed,cp,windspeed,landfall_flag,overland_flag,maxwind,min_cp,rad_maxwind,eye_diam,pressure_isobar,rad_isobar,date_time,SID,hour,day,month,derived_distance
15.7,-49.3,,-73,13,994,111,0,,111,,65,,,,1926-09-04 18:00:00,B_2,18,5,9,78.19815385459245
15.9,-50.0,,-73,13,991,120,0,,120,,53,,,,1926-09-05 00:00:00,B_2,0,6,9,78.12766925656837
16.1,-50.7,,-73,13,988,130,0,,130,,48,,,,1926-09-05 06:00:00,B_2,6,6,9,78.05631549614105
16.4,-51.5,,-69,15,988,130,0,,130,,60,,,,1926-09-05 12:00:00,B_2,12,6,9,91.68591140106338
16.7,-52.2,,-66,14,984,139,0,,139,,50,,,,1926-09-05 18:00:00,B_2,18,6,9,81.72946792793833
17.2,-53.0,,-57,17,980,148,0,,148,,52,,,,1926-09-06 00:00:00,B_2,0,0,9,101.64461255147047
17.6,-53.7,,-59,14,980,148,0,,148,,58,,,,1926-09-06 06:00:00,B_2,6,0,9,86.57368696944245
18.2,-54.5,,-52,18,974,157,0,,157,,55,,,,1926-09-06 12:00:00,B_2,12,0,9,107.78082278236874
18.8,-55.3,,-52,18,974,157,0,,157,,62,,,,1926-09-06 18:00:00,B_2,18,0,9,107.5524545818539
19.5,-56.2,,-50,20,972,157,0,,157,,76,,,,1926-09-07 00:00:00,B_2,0,1,9,122.45706681074735
20.2,-57.1,,-50,20,966,167,0,,167,,77,,,,1926-09-07 06:00:00,B_2,6,1,9,122.14225206135846
20.8,-58.0,,-54,19,962,176,0,,176,,79,,,,1926-09-07 12:00:00,B_2,12,1,9,115.05582131831761
21.5,-58.8,,-47,19,953,185,0,,185,,94,,,,1926-09-07 18:00:00,B_2,18,1,9,113.76027001263361
22.2,-59.5,,-43,18,951,194,0,,194,,70,,,,1926-09-08 00:00:00,B_2,0,2,9,106.19674130992165
23.0,-60.2,,-39,19,957,194,0,,194,,150,,,,1926-09-08 06:00:00,B_2,6,2,9,114.35397968801831
23.6,-61.0,,-51,18,943,194,0,,194,,55,,,,1926-09-08 12:00:00,B_2,12,2,9,105.48064902795706
24.0,-61.8,,-61,15,948,194,0,,194,,113,,,,1926-09-08 18:00:00,B_2,18,2,9,92.75108852572701
24.2,-62.6,,-75,14,951,194,0,,194,,118,,,,1926-09-09 00:00:00,B_2,0,3,9,84.19223298393895
24.3,-63.4,,-82,14,953,194,0,,194,,96,,,,1926-09-09 06:00:00,B_2,6,3,9,81.86531455420742
24.4,-64.0,,-80,10,953,194,0,,194,,82,,,,1926-09-09 12:00:00,B_2,12,3,9,61.79082830496256
24.7,-64.5,,-56,10,952,194,0,,194,,101,,,,1926-09-09 18:00:00,B_2,18,3,9,60.58260718994297
25.0,-65.0,,-56,10,952,194,0,,194,,92,,,,1926-09-10 00:00:00,B_2,0,4,9,60.481100518359405
25.3,-65.5,,-56,10,953,194,0,,194,,83,,,,1926-09-10 06:00:00,B_2,6,4,9,60.37851541404943
25.6,-66.0,,-56,10,953,194,0,,194,,78,,,,1926-09-10 12:00:00,B_2,12,4,9,60.27485764935565
26.0,-66.2,,-24,8,948,194,0,,194,,72,,,,1926-09-10 18:00:00,B_2,18,4,9,48.77685034113846
26.6,-66.3,,-8,11,946,204,0,,204,,45,,,,1926-09-11 00:00:00,B_2,0,5,9,67.45764365979251
27.3,-66.4,,-7,13,946,204,0,,204,,47,,,,1926-09-11 06:00:00,B_2,6,5,9,78.46511433489037
28.0,-66.5,,-7,13,948,204,0,,204,,63,,,,1926-09-11 12:00:00,B_2,12,5,9,78.4572676280458
28.6,-66.7,,-16,12,947,204,0,,204,,68,,,,1926-09-11 18:00:00,B_2,18,5,9,69.53108280678748
29.0,-67.0,,-33,9,949,204,0,,204,,71,,,,1926-09-12 00:00:00,B_2,0,6,9,53.224200173417636
29.3,-67.3,,-41,7,951,204,0,,204,,60,,,,1926-09-12 06:00:00,B_2,6,6,9,44.28941836477248
29.5,-67.5,,-41,5,946,213,0,,213,,47,,,,1926-09-12 12:00:00,B_2,12,6,9,29.495104988191475
29.8,-67.7,,-30,6,946,213,0,,213,,48,,,,1926-09-12 18:00:00,B_2,18,6,9,38.552909800133286
30.0,-67.8,,-23,4,951,204,0,,204,,59,,,,1926-09-13 00:00:00,B_2,0,0,9,24.238253510885023
30.3,-67.9,,-16,6,952,204,0,,204,,57,,,,1926-09-13 06:00:00,B_2,6,0,9,34.716603207247815
30.5,-68.0,,-23,4,956,194,0,,194,,59,,,,1926-09-13 12:00:00,B_2,12,0,9,24.218911950100864
30.7,-68.1,,-23,4,956,194,0,,194,,58,,,,1926-09-13 18:00:00,B_2,18,0,9,24.21111754296732
30.9,-68.2,,-23,4,962,185,0,,185,,65,,,,1926-09-14 00:00:00,B_2,0,1,9,24.20329063858149
31.1,-68.3,,-23,4,962,185,0,,185,,64,,,,1926-09-14 06:00:00,B_2,6,1,9,24.195431587062657
31.3,-68.5,,-40,5,970,176,0,,176,,60,,,,1926-09-14 12:00:00,B_2,12,1,9,29.264772852851184
31.5,-69.0,,-65,9,970,176,0,,176,,59,,,,1926-09-14 18:00:00,B_2,18,1,9,52.407756623375775
31.7,-69.7,,-71,12,969,176,0,,176,,60,,,,1926-09-15 00:00:00,B_2,0,2,9,69.92597133796055
32.0,-70.4,,-63,12,970,176,0,,176,,54,,,,1926-09-15 06:00:00,B_2,6,2,9,74.0553786614351
32.5,-71.0,,-45,13,972,176,0,,176,,49,,,,1926-09-15 12:00:00,B_2,12,2,9,79.21334459430871
33.2,-71.2,,-13,13,969,176,0,,176,,59,,,,1926-09-15 18:00:00,B_2,18,2,9,80.04728998263597
34.0,-71.3,,-6,15,976,167,0,,167,,45,,,,1926-09-16 00:00:00,B_2,0,3,9,89.4368868134449
34.9,-71.2,,5,17,970,167,0,,167,,69,,,,1926-09-16 06:00:00,B_2,6,3,9,100.49474280516301
35.8,-70.9,,15,17,965,167,0,,167,,80,,,,1926-09-16 12:00:00,B_2,12,3,9,103.70811777908978
36.8,-69.6,,46,27,968,167,0,,167,,101,,,,1926-09-16 18:00:00,B_2,18,3,9,161.0448750658551
37.8,-68.0,,51,30,970,167,0,,167,,91,,,,1926-09-17 00:00:00,B_2,0,4,9,179.9767328506401
38.8,-66.3,,53,31,970,167,0,,167,,85,,,,1926-09-17 06:00:00,B_2,6,4,9,185.38910625638778
39.6,-64.5,,60,30,968,167,0,,167,,84,,,,1926-09-17 12:00:00,B_2,12,4,9,178.79904777283602
39.9,-63.0,,75,22,969,167,0,,167,,61,,,,1926-09-17 18:00:00,B_2,18,4,9,132.50304369809396
39.7,-61.7,,101,19,971,157,0,,157,,56,,,,1926-09-18 00:00:00,B_2,0,5,9,113.26178370523934
39.4,-60.7,,111,15,969,157,0,,157,,62,,,,1926-09-18 06:00:00,B_2,6,5,9,91.99922812409265
39.0,-60.3,,142,9,970,157,0,,157,,64,,,,1926-09-18 12:00:00,B_2,12,5,9,56.27008426830167
38.8,-60.0,,130,6,969,157,0,,157,,64,,,,1926-09-18 18:00:00,B_2,18,5,9,34.184015999615085
38.7,-60.1,,-142,2,972,148,0,,148,,71,,,,1926-09-19 00:00:00,B_2,0,6,9,14.101269297286123
38.6,-60.5,,-108,6,973,148,0,,148,,67,,,,1926-09-19 06:00:00,B_2,6,6,9,36.47257439743161
38.5,-61.0,,-104,7,978,139,0,,139,,70,,,,1926-09-19 12:00:00,B_2,12,6,9,44.88009964868
38.3,-61.6,,-113,9,978,139,0,,139,,69,,,,1926-09-19 18:00:00,B_2,18,6,9,56.81858929412688
38.0,-62.2,,-122,10,984,130,0,,130,,72,,,,1926-09-20 00:00:00,B_2,0,0,9,62.17273221344325
37.7,-62.7,,-127,9,984,130,0,,130,,72,,,,1926-09-20 06:00:00,B_2,6,0,9,55.13678472458098
37.5,-63.0,,-130,6,987,120,0,,120,,78,,,,1926-09-20 12:00:00,B_2,12,0,9,34.54121769790817
37.5,-62.8,,90,3,987,120,0,,120,,74,,,,1926-09-20 18:00:00,B_2,18,0,9,17.643394345886986
37.7,-61.8,,76,15,992,111,0,,111,,69,,,,1926-09-21 00:00:00,B_2,0,1,9,90.8617706725778
38.0,-60.7,,71,17,994,111,0,,111,,71,,,,1926-09-21 06:00:00,B_2,6,1,9,102.17979851223183
38.5,-59.5,,62,20,993,111,0,,111,,67,,,,1926-09-21 12:00:00,B_2,12,1,9,118.6223818609943
39.5,-58.4,,40,24,990,111,0,,111,,61,,,,1926-09-21 18:00:00,B_2,18,1,9,146.28483613655192
40.7,-57.3,,35,27,978,120,0,,120,,59,,,,1926-09-22 00:00:00,B_2,0,2,9,162.96384616047646
42.0,-56.2,,32,29,976,130,0,,130,,57,,,,1926-09-22 06:00:00,B_2,6,2,9,171.24647855243384
43.4,-55.2,,27,29,975,130,0,,130,,65,,,,1926-09-22 12:00:00,B_2,12,2,9,175.8147759112463
44.7,-54.5,,21,26,973,130,0,,130,,76,,,,1926-09-22 18:00:00,B_2,18,2,9,154.99972588269654
46.0,-54.1,,12,25,983,102,0,,102,,82,,,,1926-09-23 00:00:00,B_2,0,3,9,147.8939991301987
47.3,-53.8,,9,24,985,93,0,,93,,90,,,,1926-09-23 06:00:00,B_2,6,3,9,146.35577490800733
48.8,-53.2,,15,29,985,93,0,,93,,89,,,,1926-09-23 12:00:00,B_2,12,3,9,172.65084844835596
50.7,-52.4,,15,36,979,93,0,,93,,74,,,,1926-09-23 18:00:00,B_2,18,3,9,218.94577425497275
52.9,-51.4,,15,42,976,93,0,,93,,71,,,,1926-09-24 00:00:00,B_2,0,4,9,254.10322278965157
55.4,-50.4,,13,48,983,83,0,,83,,105,,,,1926-09-24 06:00:00,B_2,6,4,9,285.50581140576804
58.2,-49.2,,13,53,983,83,0,,83,,119,,,,1926-09-24 12:00:00,B_2,12,4,9,319.79074149049336
