lat,long,distance,azimuth,speed,cp,windspeed,landfall_flag,overland_flag,maxwind,min_cp,rad_maxwind,eye_diam,pressure_isobar,rad_isobar,date_time,SID,hour,day,month,derived_distance
32.1,-52.8,,-140,5,987,120,0,,120,,79,,,,1971-09-18 12:00:00,A_6,12,5,9,29.132610858856538
31.8,-52.8,,180,6,984,120,0,,120,,81,,,,1971-09-18 18:00:00,A_6,18,5,9,33.358524070059914
31.4,-52.6,,157,8,985,120,0,,120,,87,,,,1971-09-19 00:00:00,A_6,0,6,9,48.34330524061782
31.0,-52.2,,139,10,984,120,0,,120,,97,,,,1971-09-19 06:00:00,A_6,6,6,9,58.52945648776311
31.0,-51.7,,90,8,987,120,0,,120,,79,,,,1971-09-19 12:00:00,A_6,12,6,9,47.656353274517855
31.2,-51.6,,23,4,986,120,0,,120,,76,,,,1971-09-19 18:00:00,A_6,18,6,9,24.19149011602617
31.4,-51.7,,-23,4,989,120,0,,120,,72,,,,1971-09-20 00:00:00,A_6,0,0,9,24.18358350415453
31.6,-51.8,,-23,4,989,120,0,,120,,70,,,,1971-09-20 06:00:00,A_6,6,0,9,24.175645628170905
31.7,-52.0,,-60,4,990,120,0,,120,,68,,,,1971-09-20 12:00:00,A_6,12,0,9,21.955427375517218
31.8,-52.4,,-74,7,992,120,0,,120,,63,,,,1971-09-20 18:00:00,A_6,18,0,9,39.4226364664135
31.7,-53.0,,-101,10,992,120,0,,120,,61,,,,1971-09-21 00:00:00,A_6,0,1,9,57.81233216379571
31.6,-53.5,,-103,8,990,120,0,,120,,67,,,,1971-09-21 06:00:00,A_6,6,1,9,48.6171111785038
31.5,-54.2,,-99,11,993,120,0,,120,,54,,,,1971-09-21 12:00:00,A_6,12,1,9,67.25648923205856
31.4,-55.2,,-96,16,993,120,0,,120,,56,,,,1971-09-21 18:00:00,A_6,18,1,9,95.50919723597013
31.3,-56.5,,-95,21,994,120,0,,120,,55,,,,1971-09-22 00:00:00,A_6,0,2,9,123.94854790266422
31.3,-57.8,,-90,21,995,120,0,,120,,55,,,,1971-09-22 06:00:00,A_6,6,2,9,123.51438852124669
31.2,-59.2,,-94,22,995,120,0,,120,,53,,,,1971-09-22 12:00:00,A_6,12,2,9,133.54958231726792
31.1,-60.3,,-96,18,994,148,0,,148,,44,,,,1971-09-22 18:00:00,A_6,18,2,9,105.26725441892853
31.0,-61.5,,-95,19,993,148,0,,148,,44,,,,1971-09-23 00:00:00,A_6,0,3,9,114.85427132188833
30.9,-62.8,,-95,21,993,148,0,,148,,44,,,,1971-09-23 06:00:00,A_6,6,3,9,124.46849070723513
30.8,-64.0,,-95,19,994,139,0,,139,,46,,,,1971-09-23 12:00:00,A_6,12,3,9,115.09269598587916
30.5,-65.1,,-107,18,992,139,0,,139,,46,,,,1971-09-23 18:00:00,A_6,18,3,9,110.38730877021808
30.1,-66.2,,-113,19,988,139,0,,139,,54,,,,1971-09-24 00:00:00,A_6,0,4,9,114.58933845106637
30.0,-67.1,,-97,15,986,139,0,,139,,56,,,,1971-09-24 06:00:00,A_6,6,4,9,87.33480596188728
30.0,-67.5,,-90,6,993,130,0,,130,,44,,,,1971-09-24 12:00:00,A_6,12,4,9,38.519086147182584
29.9,-67.8,,-111,5,988,130,0,,130,,47,,,,1971-09-24 18:00:00,A_6,18,4,9,30.968959834298285
29.8,-68.2,,-106,7,980,130,0,,130,,54,,,,1971-09-25 00:00:00,A_6,0,5,9,40.14774219019452
29.6,-68.4,,-139,5,981,130,0,,130,,56,,,,1971-09-25 06:00:00,A_6,6,5,9,29.457413206962002
29.4,-68.5,,-156,4,984,139,0,,139,,51,,,,1971-09-25 12:00:00,A_6,12,5,9,24.253575331000807
29.2,-68.6,,-156,4,980,139,0,,139,,54,,,,1971-09-25 18:00:00,A_6,18,5,9,24.26118482496319
28.8,-68.8,,-156,8,976,139,0,,139,,56,,,,1971-09-26 00:00:00,A_6,0,6,9,48.545044178103666
28.4,-69.0,,-156,8,976,130,0,,130,,58,,,,1971-09-26 06:00:00,A_6,6,6,9,48.57506141682984
28.2,-69.3,,-127,6,982,120,0,,120,,51,,,,1971-09-26 12:00:00,A_6,12,6,9,36.84090606727568
28.0,-69.7,,-119,8,983,130,0,,130,,47,,,,1971-09-26 18:00:00,A_6,18,6,9,45.099620049674584
27.9,-70.2,,-103,8,980,130,0,,130,,45,,,,1971-09-27 00:00:00,A_6,0,0,9,50.35547641073159
28.0,-70.4,,-60,4,978,139,0,,139,,40,,,,1971-09-27 06:00:00,A_6,6,0,9,22.573630589054677
28.2,-70.6,,-41,5,975,148,0,,148,,38,,,,1971-09-27 12:00:00,A_6,12,0,9,29.65509346275759
28.4,-70.9,,-53,6,969,148,0,,148,,66,,,,1971-09-27 18:00:00,A_6,18,0,9,36.84090606727568
28.7,-71.0,,-16,6,969,148,0,,148,,55,,,,1971-09-28 00:00:00,A_6,0,1,9,34.759062476531504
29.1,-71.1,,-12,8,976,148,0,,148,,39,,,,1971-09-28 06:00:00,A_6,6,1,9,45.53086490245246
29.5,-71.3,,-24,8,981,148,0,,148,,42,,,,1971-09-28 12:00:00,A_6,12,1,9,48.522345982567856
30.0,-71.7,,-35,11,980,157,0,,157,,46,,,,1971-09-28 18:00:00,A_6,18,1,9,67.69227649178256
30.5,-72.2,,-41,12,985,157,0,,157,,42,,,,1971-09-29 00:00:00,A_6,0,2,9,73.4687573948655
31.0,-72.8,,-46,13,982,167,0,,167,,49,,,,1971-09-29 06:00:00,A_6,6,2,9,79.86597474626647
31.6,-73.5,,-45,16,983,167,0,,167,,53,,,,1971-09-29 12:00:00,A_6,12,2,9,94.20401332906273
32.3,-74.4,,-47,19,985,167,0,,167,,53,,,,1971-09-29 18:00:00,A_6,18,2,9,115.1906051385612
32.9,-75.0,,-40,15,988,157,0,,157,,51,,,,1971-09-30 00:00:00,A_6,0,3,9,87.23645572908872
33.5,-75.5,,-35,14,985,148,0,,148,,74,,,,1971-09-30 06:00:00,A_6,6,3,9,81.33520258180879
34.0,-76.0,,-40,12,985,139,0,,139,,87,,,,1971-09-30 12:00:00,A_6,12,3,9,72.30523893579256
34.5,-76.5,,-39,12,984,120,0,,120,,78,,,,1971-09-30 18:00:00,A_6,18,3,9,72.13207956404074
34.7,-77.0,,-64,8,991,111,0,,111,,65,,,,1971-10-01 00:00:00,A_6,0,4,10,50.88163502322493
34.8,-77.5,,-76,8,997,102,0,,102,,72,,,,1971-10-01 06:00:00,A_6,6,4,10,47.015335193834346
34.9,-78.0,,-76,8,1000,83,0,,83,,70,,,,1971-10-01 12:00:00,A_6,12,4,10,46.96152819018235
35.2,-78.2,,-29,6,1004,56,0,,56,,80,,,,1971-10-01 18:00:00,A_6,18,4,10,38.00325603104544
35.6,-78.3,,-11,8,1007,56,0,,56,,94,,,,1971-10-02 00:00:00,A_6,0,5,10,45.392150498153555
36.2,-78.2,,8,11,1002,56,0,,56,,85,,,,1971-10-02 06:00:00,A_6,6,5,10,67.32230991766741
36.8,-78.1,,8,11,1002,56,0,,56,,91,,,,1971-10-02 12:00:00,A_6,12,5,10,67.31314306730012
37.2,-77.7,,38,9,1007,56,0,,56,,110,,,,1971-10-02 18:00:00,A_6,18,5,10,56.921642150276924
37.3,-76.8,,82,13,1007,56,0,,56,,78,,,,1971-10-03 00:00:00,A_6,0,6,10,80.43235385813098
37.2,-75.9,,98,13,1008,56,0,,56,,65,,,,1971-10-03 06:00:00,A_6,6,6,10,80.43235385812875
37.0,-75.0,,105,14,1007,56,0,,56,,56,,,,1971-10-03 12:00:00,A_6,12,6,10,82.85848399853053
36.7,-74.1,,112,14,1008,56,0,,56,,54,,,,1971-10-03 18:00:00,A_6,18,6,10,86.75090687774875
36.4,-73.3,,115,13,1008,56,0,,56,,55,,,,1971-10-04 00:00:00,A_6,0,0,10,78.86387683240484
36.1,-72.7,,122,11,1008,56,0,,56,,56,,,,1971-10-04 06:00:00,A_6,6,0,10,63.3055475115407
35.9,-72.0,,109,11,1010,46,0,,46,,63,,,,1971-10-04 12:00:00,A_6,12,0,10,66.7825232627373
35.8,-71.3,,100,11,1010,46,0,,46,,66,,,,1971-10-04 18:00:00,A_6,18,0,10,64.06289796467334
35.7,-70.6,,100,11,1010,46,0,,46,,71,,,,1971-10-05 00:00:00,A_6,0,1,10,64.14116051420865
35.7,-69.9,,90,11,1010,46,0,,46,,77,,,,1971-10-05 06:00:00,A_6,6,1,10,63.20965118413998
