lat,long,distance,azimuth,speed,cp,windspeed,landfall_flag,overland_flag,maxwind,min_cp,rad_maxwind,eye_diam,pressure_isobar,rad_isobar,date_time,SID,hour,day,month,derived_distance
40.1,-40.9,,113,5,1000,74,0,,74,,86,,,,1899-08-31 00:00:00,S_1,0,3,8,27.816984581884938
40.0,-40.5,,108,6,1001,74,0,,74,,89,,,,1899-08-31 06:00:00,S_1,6,3,8,35.816916807320055
40.0,-40.0,,90,7,1001,74,0,,74,,96,,,,1899-08-31 12:00:00,S_1,12,3,8,42.59013081953928
39.9,-39.3,,100,10,1001,74,0,,74,,92,,,,1899-08-31 18:00:00,S_1,18,3,8,60.69694695081797
39.9,-38.7,,90,9,1001,74,0,,74,,100,,,,1899-09-01 00:00:00,S_1,0,4,9,51.18289813754785
39.9,-37.9,,90,11,1000,74,0,,74,,99,,,,1899-09-01 06:00:00,S_1,6,4,9,68.2437643908354
40.0,-37.0,,81,13,999,74,0,,74,,97,,,,1899-09-01 12:00:00,S_1,12,4,9,77.51972918942879
39.9,-35.7,,95,19,996,74,0,,74,,89,,,,1899-09-01 18:00:00,S_1,18,4,9,111.3709924985436
39.7,-34.7,,104,15,995,83,0,,83,,83,,,,1899-09-02 00:00:00,S_1,0,5,9,88.27597968335053
39.5,-33.3,,100,20,994,93,0,,93,,86,,,,1899-09-02 06:00:00,S_1,6,5,9,121.99101506286152
39.0,-32.0,,116,21,985,102,0,,102,,121,,,,1899-09-02 12:00:00,S_1,12,5,9,124.98590100678446
38.3,-31.1,,135,18,985,111,0,,111,,113,,,,1899-09-02 18:00:00,S_1,18,5,9,110.3028189638815
37.9,-30.5,,130,11,982,120,0,,120,,91,,,,1899-09-03 00:00:00,S_1,0,6,9,68.80924349274775
37.5,-29.6,,119,15,979,130,0,,130,,82,,,,1899-09-03 06:00:00,S_1,6,6,9,90.81843732394977
37.3,-28.7,,105,14,978,130,0,,130,,80,,,,1899-09-03 12:00:00,S_1,12,6,9,82.55299121783983
37.8,-27.5,,62,20,982,120,0,,120,,69,,,,1899-09-03 18:00:00,S_1,18,6,9,119.50793837588851
39.0,-25.5,,52,37,984,111,0,,111,,60,,,,1899-09-04 00:00:00,S_1,0,0,9,219.4898060880508
41.5,-22.5,,42,63,981,102,0,,102,,92,,,,1899-09-04 06:00:00,S_1,6,0,9,376.9102151026877
45.0,-18.5,,38,84,988,93,0,,93,,90,,,,1899-09-04 12:00:00,S_1,12,0,9,506.2383661598638
49.0,-15.5,,26,83,989,83,0,,83,,100,,,,1899-09-04 18:00:00,S_1,18,0,9,499.4877091029273
